Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,Heating,HeatingQC,CentralAir,Electrical,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,SaleType,SaleCondition,SalePrice,TOTAL_BSMT_SF_SQRT,OPEN_PORCH_SF_SQRT,TOTAL_FLR_SQFT,SOLD_DATE,SOLD_HOW_LONG_AGO,GARAGE_CAPACITY,TOTAL_FLR_SQFT_PER_LOT_AREA
1194,120,RM,70.04995836802665,4500,Pave,No,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,1999,1999,Hip,CompShg,VinylSd,VinylSd,BrkFace,425.0,TA,TA,PConc,Ex,TA,No,GLQ,883,Unf,0,341,GasA,Ex,Y,SBrkr,0,1224,1,0,2,0,2,1,TA,5,Typ,0,No,Attchd,1999.0,Fin,2,402,TA,TA,Y,0,0,0,0,0,No,No,No,0,WD,Normal,165000,34.9857113690718,17.435595774162696,1224,2009-06-01,4231,201,0.272
1195,60,RL,80.0,9364,Pave,No,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,2Story,6,7,1969,1969,Gable,CompShg,HdBoard,HdBoard,Stone,143.0,TA,TA,CBlock,TA,TA,No,ALQ,371,Unf,0,292,GasA,TA,Y,SBrkr,0,1352,0,0,1,1,4,1,TA,7,Typ,0,No,Attchd,1969.0,Fin,1,299,TA,TA,Y,379,0,0,0,0,No,MnPrv,No,0,WD,Normal,158000,25.748786379167466,6.0,1352,2010-03-01,3958,299,0.1443827424177702
1196,60,RL,51.0,8029,Pave,No,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,728,GasA,Ex,Y,SBrkr,0,1456,0,0,2,1,3,1,Gd,8,Typ,0,No,Attchd,2005.0,Fin,2,400,TA,TA,Y,100,0,0,0,0,No,No,No,0,WD,Normal,176000,26.981475126464083,4.898979485566356,1456,2008-07-01,4566,200,0.18134263295553618
1197,60,RL,58.0,14054,Pave,No,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,879,GasA,Ex,Y,SBrkr,0,1863,0,0,2,1,4,1,Gd,9,Typ,1,Gd,BuiltIn,2006.0,Fin,3,660,TA,TA,Y,100,0,0,0,0,No,No,No,0,New,Partial,219210,29.647934160747187,4.123105625617661,1863,2006-11-01,5174,220,0.13256012523125088
1198,75,RM,65.0,8850,Pave,No,IR1,Bnk,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,7,6,1916,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,815,GasA,Ex,Y,SBrkr,0,1690,0,0,1,0,3,1,TA,7,Typ,1,Gd,Detchd,1916.0,Unf,1,225,TA,TA,Y,0,330,0,0,0,No,No,No,0,ConLw,Normal,144000,28.548204847240395,0.0,1690,2006-07-01,5297,225,0.19096045197740114
1199,20,RL,70.0,9100,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1212,GasA,Ex,Y,SBrkr,0,1212,0,0,2,0,3,1,Gd,6,Typ,0,No,Attchd,2001.0,RFn,2,573,TA,TA,Y,356,0,0,0,0,No,No,No,0,WD,Normal,178000,34.813790371058424,0.0,1212,2009-06-01,4231,286,0.1331868131868132
1200,20,RL,75.0,11235,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,4,5,1963,1979,Gable,CompShg,HdBoard,HdBoard,BrkFace,51.0,TA,TA,CBlock,TA,TA,No,Rec,547,Unf,0,504,GasA,Gd,Y,SBrkr,0,1382,0,0,1,1,3,1,TA,6,Typ,1,Po,Attchd,1974.0,Unf,2,459,TA,TA,Y,0,0,0,0,0,No,No,No,0,WD,Normal,148000,32.41913015489465,9.055385138137417,1382,2006-10-01,5205,229,0.12300845571873609
1201,20,RL,71.0,9353,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1970,1970,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,864,GasA,Gd,Y,SBrkr,0,864,0,0,1,0,3,1,TA,5,Typ,0,No,Attchd,1972.0,Unf,1,280,TA,TA,Y,0,0,0,0,0,No,No,Shed,0,Oth,Abnorml,116050,29.393876913398138,0.0,864,2006-07-01,5297,280,0.092376777504544
1202,60,RL,80.0,10400,Pave,No,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,866,GasA,Ex,Y,SBrkr,0,1779,0,0,2,1,3,1,Gd,6,Typ,0,No,Attchd,1998.0,RFn,2,546,TA,TA,Y,198,0,0,0,0,No,No,No,0,WD,Normal,197900,29.427877939124322,6.0,1779,2009-03-01,4323,273,0.1710576923076923
1203,50,RM,50.0,6000,Pave,No,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,8,1925,1997,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,884,GasA,Ex,Y,SBrkr,0,1348,1,0,1,0,3,1,TA,5,Typ,1,Fa,Detchd,1960.0,Unf,1,216,TA,TA,N,0,208,0,0,0,No,No,No,0,WD,Normal,117000,29.732137494637012,0.0,1348,2009-05-01,4262,216,0.22466666666666665
1204,20,RL,75.0,9750,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2000,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,171.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1630,GasA,Ex,Y,SBrkr,0,1630,0,0,2,0,3,1,Gd,6,Typ,1,TA,Attchd,2000.0,Unf,2,451,TA,TA,Y,74,0,0,0,0,No,No,No,0,WD,Normal,213000,40.3732584763727,15.297058540778355,1630,2009-10-01,4109,225,0.1671794871794872
1205,20,RL,78.0,10140,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,5,6,1975,1975,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,788,Unf,0,268,GasA,Ex,Y,SBrkr,0,1074,1,0,1,1,3,1,TA,6,Typ,0,No,Attchd,1975.0,RFn,2,495,TA,TA,Y,0,0,0,0,0,No,MnPrv,No,0,WD,Normal,153500,32.49615361854384,9.38083151964686,1074,2006-07-01,5297,247,0.1059171597633136
1206,20,RL,90.0,14684,Pave,No,IR1,Lvl,AllPub,CulDSac,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,7,1990,1991,Hip,CompShg,HdBoard,HdBoard,BrkFace,234.0,Gd,TA,CBlock,Gd,TA,Mn,ALQ,485,BLQ,177,1496,GasA,Gd,Y,SBrkr,0,2196,0,0,2,0,3,1,Gd,7,Typ,1,TA,Attchd,1990.0,RFn,3,701,TA,TA,Y,84,0,0,0,0,No,No,No,0,WD,Normal,271900,46.45427859734774,8.366600265340756,2196,2009-06-01,4231,233,0.14955053119041134
1207,20,RH,70.04995836802665,8900,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,4,4,1966,1966,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,1056,Unf,0,0,GasA,TA,Y,SBrkr,0,1056,1,0,1,0,2,1,TA,5,Typ,0,No,Detchd,1966.0,Unf,1,384,TA,TA,Y,0,0,0,0,0,No,MnPrv,No,0,WD,Normal,107000,32.49615361854384,6.48074069840786,1056,2006-11-01,5174,384,0.11865168539325843
1208,20,RL,70.0,9135,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,6,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,120.0,Gd,TA,PConc,Gd,TA,Av,GLQ,340,Unf,0,1342,GasA,Ex,Y,SBrkr,0,1700,1,0,2,0,3,1,Gd,7,Typ,0,No,Attchd,2003.0,RFn,2,544,TA,TA,Y,192,0,0,0,0,No,No,No,0,WD,Normal,200000,41.012193308819754,4.795831523312719,1700,2006-05-01,5358,272,0.18609742747673783
1209,20,RL,70.0,7763,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1962,1980,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,Rec,504,BLQ,108,319,GasA,TA,Y,SBrkr,0,1283,1,0,1,0,3,1,TA,6,Typ,0,No,Detchd,1980.0,Unf,2,506,TA,TA,Y,0,0,0,0,0,No,No,No,0,WD,Normal,140000,30.512292604784715,0.0,1283,2008-10-01,4474,253,0.16527115805745202
1210,20,RL,85.0,10182,Pave,No,IR1,Lvl,AllPub,CulDSac,Gtl,Somerst,RRNn,Norm,1Fam,1Story,8,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,Stone,420.0,Gd,TA,PConc,Ex,TA,Mn,GLQ,1220,Unf,0,440,GasA,Ex,Y,SBrkr,0,1660,1,0,2,0,3,1,Gd,8,Typ,1,Gd,Attchd,2006.0,RFn,2,500,TA,TA,Y,322,0,0,0,0,No,No,No,0,New,Partial,290000,40.74309757492672,7.0710678118654755,1660,2006-05-01,5358,250,0.16303280298566097
1211,60,RL,70.0,11218,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,1992,1992,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1055,GasA,Ex,Y,SBrkr,0,1845,0,0,2,1,3,1,Gd,8,Typ,1,TA,Attchd,1992.0,RFn,2,462,TA,TA,Y,635,0,0,0,0,No,GdPrv,Shed,400,WD,Normal,189000,32.48076353782343,10.198039027185569,1845,2010-05-01,3897,231,0.16446781957568193
1212,50,RL,152.0,12134,Pave,No,IR1,Bnk,AllPub,Inside,Mod,Gilbert,Norm,Norm,1Fam,1.5Fin,8,7,1988,2005,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,Wood,Gd,TA,Av,GLQ,427,Unf,0,132,GasA,Gd,Y,SBrkr,0,1752,0,0,2,0,4,1,TA,8,Typ,0,No,Basment,1988.0,RFn,2,492,TA,TA,Y,325,0,0,0,0,No,No,No,0,WD,Normal,164000,23.643180835073778,3.4641016151377544,1752,2010-06-01,3866,246,0.14438767100708752
1213,30,RL,50.0,9340,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,6,1941,1950,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,344,Unf,0,328,GasA,TA,Y,SBrkr,0,672,1,0,1,0,2,1,TA,4,Typ,0,No,Attchd,1941.0,Unf,1,234,TA,TA,N,0,0,0,0,0,No,No,No,0,WD,Normal,113000,25.92296279363144,10.63014581273465,672,2009-08-01,4170,234,0.07194860813704497
1214,80,RL,70.04995836802665,10246,Pave,No,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,4,9,1965,2001,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,CBlock,TA,Gd,Av,GLQ,648,Unf,0,0,GasA,Ex,Y,SBrkr,0,960,1,1,0,0,0,1,TA,3,Typ,0,No,Attchd,1965.0,Unf,1,364,TA,TA,Y,88,0,0,0,0,No,No,No,0,WD,Normal,145000,25.45584412271571,0.0,960,2006-05-01,5358,364,0.09369510052703495
1215,85,RL,69.0,10205,Pave,No,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SFoyer,5,5,1962,1962,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,Av,BLQ,784,Unf,0,141,GasA,TA,Y,SBrkr,0,999,1,0,1,0,3,1,TA,6,Typ,0,No,Attchd,1962.0,Unf,1,300,TA,TA,Y,150,0,0,0,0,No,No,No,0,WD,Normal,134500,30.4138126514911,8.48528137423857,999,2006-05-01,5358,300,0.09789318961293483
1216,20,RL,99.0,7094,Pave,No,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1966,1966,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,180,LwQ,374,340,GasA,TA,Y,SBrkr,0,894,0,0,1,0,3,1,TA,5,Typ,0,No,Detchd,1966.0,RFn,1,384,TA,TA,Y,0,0,0,0,0,No,MnPrv,No,0,WD,Normal,125000,29.899832775452108,0.0,894,2007-05-01,4993,384,0.12602199041443474
1217,90,RM,68.0,8930,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,Norm,Duplex,1.5Fin,6,5,1978,1978,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,Slab,No,No,No,No,0,No,0,0,GasA,TA,Y,SBrkr,0,1902,0,0,2,0,4,2,TA,8,Typ,0,No,Attchd,1978.0,Unf,2,539,TA,TA,Y,0,0,0,0,0,No,No,No,0,WD,Normal,112000,0.0,0.0,1902,2010-04-01,3927,269,0.212989921612542
1218,20,FV,72.0,8640,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2009,2009,Gable,CompShg,CemntBd,CmentBd,Stone,72.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,936,Unf,0,364,GasA,Ex,Y,SBrkr,0,1314,1,0,2,0,3,1,Gd,6,Typ,0,No,Attchd,2009.0,RFn,2,552,TA,TA,Y,135,0,0,0,0,No,No,No,0,New,Partial,229456,36.05551275463989,10.583005244258363,1314,2009-09-01,4139,276,0.15208333333333332
1219,50,RM,52.0,6240,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,4,5,1947,1950,Gable,CompShg,AsbShng,AsbShng,None,0.0,TA,TA,Slab,No,No,No,No,0,No,0,0,GasA,Gd,N,SBrkr,0,912,0,0,1,0,2,1,TA,3,Typ,0,No,No,1978.0,No,0,0,No,No,N,0,0,0,0,0,No,No,No,0,WD,Normal,80500,0.0,0.0,912,2006-07-01,5297,0,0.14615384615384616
1220,160,RM,21.0,1680,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,1971,1971,Gable,CompShg,CemntBd,CmentBd,BrkFace,236.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,672,GasA,TA,Y,SBrkr,0,1218,0,0,1,1,3,1,TA,7,Typ,0,No,No,1978.0,No,0,0,No,No,N,201,0,0,0,0,No,No,No,0,WD,Abnorml,91500,25.92296279363144,0.0,1218,2006-04-01,5388,0,0.725
1221,20,RL,66.0,7800,Pave,No,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1964,1964,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,312,LwQ,600,0,GasA,TA,Y,SBrkr,0,912,0,0,1,0,2,1,TA,5,Typ,0,No,Attchd,1964.0,Unf,1,288,TA,TA,Y,0,0,0,0,0,No,No,No,0,WD,Abnorml,115000,30.199337741083,0.0,912,2006-11-01,5174,288,0.11692307692307692
1222,20,RL,55.0,8250,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,5,1968,1968,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,250,LwQ,492,210,GasA,Ex,Y,SBrkr,0,1211,0,0,1,0,3,1,TA,5,Typ,1,TA,Attchd,1968.0,Unf,1,322,TA,TA,Y,0,0,0,0,0,No,No,No,0,WD,Normal,134000,30.854497241083024,7.937253933193772,1211,2008-08-01,4535,322,0.1467878787878788
1223,50,RL,78.0,10496,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,6,6,1949,1950,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,320.0,TA,TA,CBlock,TA,TA,Mn,Rec,196,Unf,0,844,GasA,Ex,Y,SBrkr,0,1846,0,0,2,0,3,1,TA,7,Typ,1,Gd,Attchd,1949.0,Unf,1,315,TA,TA,Y,0,0,0,0,0,No,GdWo,No,0,WD,Normal,143000,32.2490309931942,0.0,1846,2007-01-01,5113,315,0.1758765243902439
1224,20,RL,89.0,10680,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,3,1951,1951,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,44.0,TA,TA,CBlock,TA,Fa,No,LwQ,756,Unf,0,1380,GasA,TA,N,FuseA,0,2136,0,0,2,0,4,1,TA,7,Mod,0,No,Detchd,1951.0,Unf,2,528,TA,TA,Y,0,0,0,0,0,No,MnPrv,No,0,WD,Normal,137900,46.216880033165374,5.477225575051661,2136,2006-10-01,5205,264,0.2
1225,60,RL,60.0,15384,Pave,No,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,724,Unf,0,64,GasA,Ex,Y,SBrkr,0,1490,1,0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,2004.0,Fin,2,388,TA,TA,Y,100,0,0,0,0,No,No,No,0,WD,Normal,184000,28.071337695236398,8.660254037844387,1490,2008-02-01,4717,194,0.0968538741549662
1226,80,RL,65.0,10482,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,8,1958,1958,Hip,CompShg,VinylSd,VinylSd,BrkFace,63.0,TA,Gd,CBlock,TA,TA,Av,GLQ,507,Unf,0,81,GasA,Ex,Y,SBrkr,0,1138,0,1,1,0,3,1,TA,6,Typ,0,No,Attchd,1958.0,RFn,1,264,TA,TA,Y,224,0,0,0,0,No,MnWw,No,0,WD,Normal,145000,24.24871130596428,0.0,1138,2007-06-01,4962,264,0.10856706735355848
1227,60,RL,86.0,14598,Pave,No,IR1,Lvl,AllPub,CulDSac,Gtl,Somerst,Feedr,Norm,1Fam,2Story,6,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,74.0,Gd,TA,PConc,Gd,TA,Mn,Unf,0,Unf,0,894,GasA,Ex,Y,SBrkr,0,1933,0,0,2,1,4,1,Gd,9,Typ,1,Gd,BuiltIn,2007.0,Fin,3,668,TA,TA,Y,100,0,0,0,0,No,No,No,0,WD,Normal,214000,29.899832775452108,4.242640687119285,1933,2008-01-01,4748,222,0.13241539936977667
1228,20,RL,72.0,8872,Pave,No,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,8,1965,2008,Gable,CompShg,VinylSd,VinylSd,BrkFace,300.0,TA,TA,CBlock,TA,TA,No,ALQ,595,Unf,0,317,GasA,Ex,Y,SBrkr,0,912,1,0,1,0,2,1,Gd,5,Typ,0,No,Detchd,1992.0,Unf,2,576,TA,TA,Y,0,0,0,0,0,No,No,No,0,WD,Normal,147000,30.199337741083,15.491933384829668,912,2008-12-01,4413,288,0.10279531109107304
1229,120,RL,65.0,8769,Pave,No,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2008,2008,Hip,CompShg,MetalSd,MetalSd,BrkFace,766.0,Ex,TA,PConc,Ex,TA,No,GLQ,1540,Unf,0,162,GasA,Ex,Y,SBrkr,0,1702,1,0,1,1,1,1,Ex,7,Typ,1,Gd,Attchd,2008.0,Fin,3,1052,TA,TA,Y,0,0,0,224,0,No,No,No,0,New,Partial,367294,41.255302689472536,8.48528137423857,1702,2008-10-01,4474,350,0.1940928270042194
1230,80,RL,70.0,7910,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,5,1960,1960,Hip,CompShg,BrkFace,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,666,Unf,0,409,GasA,Gd,Y,SBrkr,0,1507,0,0,2,0,4,1,TA,7,Maj1,0,No,Basment,1960.0,Unf,1,404,TA,TA,Y,0,0,0,0,0,No,GdWo,No,0,WD,Normal,127000,32.78719262151,0.0,1507,2008-08-01,4535,404,0.19051833122629583
1231,90,RL,70.04995836802665,18890,Pave,No,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,RRAe,Duplex,1.5Fin,5,5,1977,1977,Shed,CompShg,Plywood,Plywood,None,1.0,TA,TA,CBlock,Gd,TA,No,GLQ,498,Rec,211,652,GasA,Ex,Y,SBrkr,0,2620,0,0,2,2,4,2,TA,12,Typ,1,TA,BuiltIn,1977.0,RFn,2,600,TA,TA,N,155,145,0,0,0,No,No,Gar2,8300,WD,Normal,190000,36.89173349139343,4.898979485566356,2620,2007-08-01,4901,300,0.13869772366331393
1232,90,RL,70.0,7728,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,SLvl,5,6,1962,1962,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,120.0,TA,TA,CBlock,TA,TA,Av,ALQ,803,Unf,0,303,GasA,TA,Y,SBrkr,0,1190,1,0,1,0,3,1,TA,6,Typ,0,No,Attchd,1962.0,Unf,2,540,TA,TA,Y,0,0,0,0,0,No,GdWo,No,0,WD,Normal,132500,33.25657829663178,4.242640687119285,1190,2006-05-01,5358,270,0.1539855072463768
1233,90,RL,70.0,9842,Pave,No,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,Duplex,1Story,4,5,1962,1962,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,Slab,No,No,No,No,0,No,0,0,GasA,TA,Y,SBrkr,0,1224,0,0,2,0,2,2,TA,6,Typ,0,No,CarPort,1962.0,Unf,2,462,TA,TA,Y,0,0,0,0,0,No,No,No,0,WD,Normal,101800,0.0,0.0,1224,2007-03-01,5054,231,0.12436496647022963
1234,20,RL,70.04995836802665,12160,Pave,No,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1959,1959,Hip,CompShg,Plywood,Plywood,BrkFace,180.0,TA,TA,CBlock,TA,TA,No,Rec,1000,Unf,0,188,GasA,Fa,Y,SBrkr,0,1188,1,0,1,0,3,1,TA,6,Typ,0,No,Attchd,1959.0,RFn,2,531,TA,TA,Y,0,0,0,0,0,No,MnPrv,No,0,COD,Abnorml,142000,34.46737587922817,0.0,1188,2010-05-01,3897,265,0.09769736842105263
1235,70,RH,55.0,8525,Pave,No,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,2Story,5,6,1911,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,PConc,TA,TA,Av,Unf,0,Unf,0,940,GasA,TA,N,FuseA,0,1964,0,0,1,1,4,1,TA,7,Typ,0,No,No,1978.0,No,0,0,No,No,N,0,0,0,0,0,No,No,No,0,WD,Abnorml,130000,30.659419433511783,13.856406460551018,1964,2008-11-01,4443,0,0.23038123167155425
1236,70,RL,96.0,13132,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,5,5,1914,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,Gd,TA,Mn,Unf,0,Unf,0,747,GasA,Gd,Y,FuseF,0,1784,0,0,1,1,4,1,TA,9,Typ,0,No,Detchd,1914.0,Unf,1,180,Fa,Fa,N,203,0,0,0,0,No,No,No,0,WD,Normal,138887,27.331300737432898,6.324555320336759,1784,2006-07-01,5297,180,0.13585135546756016
1237,160,RL,36.0,2628,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,Wd Shng,Stone,106.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,764,GasA,Ex,Y,SBrkr,0,1626,0,0,2,1,2,1,Gd,6,Typ,0,No,BuiltIn,2003.0,RFn,2,474,TA,TA,Y,0,0,0,0,0,No,No,No,0,WD,Normal,175500,27.640549922170507,5.196152422706632,1626,2010-06-01,3866,237,0.6187214611872146
1238,60,RL,41.0,12393,Pave,No,IR2,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,847,GasA,Ex,Y,SBrkr,0,1948,0,0,2,1,4,1,Gd,8,Typ,1,Gd,BuiltIn,2004.0,Fin,2,434,TA,TA,Y,100,0,0,0,0,No,No,No,0,WD,Normal,195000,29.103264421710495,6.928203230275509,1948,2006-09-01,5235,217,0.15718550794803518
1239,20,RL,63.0,13072,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1141,GasA,Ex,Y,SBrkr,0,1141,0,0,1,1,3,1,TA,6,Typ,0,No,Detchd,2005.0,Unf,2,484,TA,TA,Y,0,0,0,0,0,No,No,No,0,WD,Abnorml,142500,33.77869150810907,0.0,1141,2006-03-01,5419,242,0.0872858017135863
1240,20,RL,64.0,9037,Pave,No,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,32.0,Gd,TA,PConc,Gd,TA,Av,GLQ,428,Unf,0,1048,GasA,Ex,Y,SBrkr,0,1484,0,0,2,0,2,1,Ex,6,Typ,1,Gd,Attchd,2006.0,RFn,2,472,TA,TA,Y,120,0,0,0,0,No,No,No,0,WD,Normal,265900,38.41874542459709,5.744562646538029,1484,2007-12-01,4779,236,0.16421378776142526
