Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,Heating,HeatingQC,CentralAir,Electrical,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,SaleType,SaleCondition,SalePrice,TOTAL_BSMT_SF_SQRT,OPEN_PORCH_SF_SQRT,TOTAL_FLR_SQFT,TOTAL_FLR_CNT,SOLD_DATE,SOLD_HOW_LONG_AGO,GARAGE_CAPACITY
1250,20,RL,60.0,7200,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1950,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,534,Rec,96,246,GasA,TA,Y,SBrkr,0,988,0,0,1,0,3,1,TA,6,Typ,0,No,Attchd,1950.0,Unf,1,276,TA,TA,Y,0,0,0,0,0,No,No,No,0,WD,Normal,119000,29.597297173897484,8.94427190999916,988,1,2007-05-01,4993,276
1251,20,RL,93.0,11160,Pave,No,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,5,1968,1968,Hip,CompShg,BrkFace,BrkFace,None,0.0,Gd,TA,CBlock,TA,TA,No,ALQ,1065,Unf,0,1045,GasA,Ex,Y,SBrkr,0,2110,1,0,2,1,3,1,Ex,8,Typ,2,TA,Attchd,1968.0,Fin,2,522,TA,TA,Y,0,0,0,0,0,No,No,No,0,WD,Normal,244000,45.93473631142341,0.0,2110,1,2010-04-01,3927,261
1252,120,RL,70.04995836802665,3136,Pave,No,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2003,2003,Gable,CompShg,VinylSd,Wd Shng,Stone,163.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1405,GasA,Ex,Y,SBrkr,0,1405,0,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2003.0,RFn,2,478,TA,TA,Y,148,0,0,0,0,No,No,No,0,WD,Normal,171750,37.48332962798263,6.0,1405,1,2006-03-01,5419,239
1253,20,RL,62.0,9858,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,6,1968,1968,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,510,Unf,0,354,GasA,TA,Y,SBrkr,0,874,1,0,1,0,3,1,TA,5,Typ,0,No,Attchd,1968.0,RFn,1,288,TA,TA,Y,33,0,0,0,0,No,GdWo,Shed,600,WD,Normal,130000,29.393876913398138,0.0,874,1,2009-11-01,4078,288
1254,60,RL,70.04995836802665,17542,Pave,No,IR1,Lvl,AllPub,Inside,Gtl,Veenker,Norm,Norm,1Fam,2Story,7,7,1974,2003,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,CBlock,TA,TA,Gd,LwQ,125,ALQ,1031,36,GasA,TA,Y,SBrkr,0,2167,1,0,2,1,3,1,Gd,9,Typ,2,Gd,Attchd,1974.0,RFn,2,518,TA,TA,Y,220,0,0,0,0,No,MnPrv,No,0,WD,Normal,294000,34.52535300326414,6.855654600401044,2167,2,2007-07-01,4932,259
1255,60,RL,60.0,6931,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,2Story,7,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,Stone,92.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,746,GasA,Ex,Y,SBrkr,0,1656,0,0,2,1,3,1,Gd,7,Typ,1,Gd,BuiltIn,2003.0,Fin,2,397,TA,TA,Y,178,0,0,0,0,No,No,No,0,WD,Normal,165400,27.313000567495326,11.313708498984761,1656,2,2008-07-01,4566,198
1256,50,RM,52.0,6240,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,6,1931,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,Fa,No,LwQ,425,Unf,0,459,GasA,TA,Y,FuseA,0,1367,0,0,1,0,3,1,TA,6,Typ,1,Gd,Detchd,1978.0,Unf,1,560,TA,TA,Y,0,0,0,120,0,No,No,No,0,WD,Normal,127500,29.732137494637012,0.0,1367,2,2007-11-01,4809,560
1257,20,RL,91.0,14303,Pave,No,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,1Story,8,5,1994,1994,Hip,CompShg,HdBoard,HdBoard,BrkFace,554.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,1314,Unf,0,672,GasA,Ex,Y,SBrkr,0,1987,1,0,2,0,2,1,Gd,7,Typ,1,TA,Attchd,1994.0,Fin,2,691,TA,TA,Y,262,0,0,0,0,No,No,No,0,WD,Normal,301500,44.56455991031439,6.0,1987,1,2008-08-01,4535,345
1258,30,RL,56.0,4060,Pave,No,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Feedr,Norm,1Fam,1Story,5,8,1922,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,Fa,TA,No,Unf,0,Unf,0,864,GasA,Ex,Y,SBrkr,0,864,0,0,1,0,2,1,TA,4,Typ,0,No,No,1978.0,No,0,0,No,No,Y,0,0,0,0,0,No,No,No,0,WD,Normal,99900,29.393876913398138,9.797958971132712,864,1,2009-07-01,4201,0
1259,80,RL,59.0,9587,Pave,No,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,Stone,182.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,655,Unf,0,201,GasA,Ex,Y,SBrkr,0,1166,1,0,2,0,2,1,Gd,5,Typ,0,No,Attchd,2005.0,Fin,2,400,TA,TA,Y,212,0,0,0,0,No,No,No,0,WD,Normal,190000,29.257477676655586,0.0,1166,1,2008-07-01,4566,200
1260,20,RL,65.0,9750,Pave,No,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,8,1969,1969,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,602,LwQ,438,14,GasA,Gd,Y,SBrkr,0,1054,1,0,1,1,3,1,TA,6,Typ,0,No,Attchd,1969.0,Unf,2,460,TA,TA,Y,180,0,0,80,0,No,No,No,0,WD,Normal,151000,32.46536616149585,0.0,1054,1,2008-07-01,4566,230
1261,60,RL,70.04995836802665,24682,Pave,No,IR3,Lvl,AllPub,CulDSac,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,6,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,841,GasA,Ex,Y,SBrkr,0,1675,0,0,2,1,3,1,TA,7,Typ,1,TA,BuiltIn,1999.0,Fin,2,502,TA,TA,Y,0,0,0,0,0,No,No,No,0,WD,Normal,181000,29.0,10.14889156509222,1675,2,2009-06-01,4231,251
1262,20,RL,80.0,9600,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1956,1956,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,504,Unf,0,546,GasA,Gd,Y,SBrkr,0,1050,0,0,1,0,2,1,TA,5,Typ,0,No,Attchd,1956.0,Unf,1,338,TA,TA,Y,0,0,0,0,0,No,No,No,0,WD,Normal,128900,32.4037034920393,0.0,1050,1,2009-06-01,4231,338
1263,50,RL,70.04995836802665,11250,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,4,5,1957,1989,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,Av,Unf,0,Unf,0,1104,GasA,Ex,Y,FuseA,0,1788,1,0,1,0,5,1,TA,8,Min2,2,TA,Attchd,1957.0,Unf,1,304,TA,TA,Y,120,0,0,0,0,No,No,No,0,WD,Normal,161500,33.2264954516723,0.0,1788,2,2009-11-01,4078,304
1264,70,RL,60.0,13515,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,2Story,6,6,1919,1950,Gambrel,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,764,GasA,Ex,Y,FuseA,0,1824,0,0,1,0,3,1,TA,8,Typ,1,Gd,Detchd,1940.0,Unf,2,520,TA,TA,N,0,126,0,0,0,No,GdPrv,No,0,WD,Normal,180500,27.640549922170507,0.0,1824,2,2007-07-01,4932,260
1265,120,RH,34.0,4060,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,TwnhsE,1Story,6,5,1998,1999,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,266,Unf,0,1139,GasA,Ex,Y,SBrkr,0,1337,1,0,2,0,2,1,Gd,5,Typ,0,No,Attchd,1998.0,Fin,2,511,TA,TA,Y,144,0,0,0,0,No,No,No,0,COD,Abnorml,181000,37.48332962798263,8.246211251235321,1337,1,2008-08-01,4535,255
1266,160,FV,35.0,3735,Pave,No,Reg,Lvl,AllPub,FR3,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,1999,1999,Hip,CompShg,MetalSd,MetalSd,BrkFace,218.0,Gd,TA,PConc,Gd,TA,No,GLQ,450,Unf,0,241,GasA,Ex,Y,SBrkr,0,1452,1,0,2,1,3,1,Gd,6,Typ,0,No,Detchd,1999.0,Unf,2,506,TA,TA,Y,0,0,0,0,0,No,No,No,0,WD,Normal,183900,26.28687885618983,5.830951894845301,1452,2,2006-03-01,5419,253
1267,190,RM,60.0,10120,Pave,No,IR1,Bnk,AllPub,Inside,Gtl,OldTown,Feedr,Norm,2fmCon,2.5Unf,7,4,1910,1950,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,Fa,TA,CBlock,TA,TA,No,Unf,0,Unf,0,925,GasA,TA,N,FuseF,0,1889,0,0,1,1,4,2,TA,9,Typ,1,Gd,Detchd,1960.0,Unf,1,308,TA,TA,N,0,264,0,0,0,No,MnPrv,No,0,WD,Normal,122000,30.4138126514911,0.0,1889,2,2007-01-01,5113,308
1268,20,RL,89.0,13214,Pave,No,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,9,5,2008,2009,Hip,CompShg,Stucco,CmentBd,None,0.0,Ex,TA,PConc,Ex,TA,Gd,Unf,0,Unf,0,2002,GasA,Ex,Y,SBrkr,0,2018,0,0,2,0,3,1,Ex,10,Typ,1,Gd,Attchd,2009.0,Fin,3,746,TA,TA,Y,144,0,0,0,0,No,No,No,0,WD,Normal,378500,44.74371464239419,8.717797887081348,2018,1,2010-05-01,3897,248
1269,50,RL,70.04995836802665,14100,Pave,No,IR1,Lvl,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,1.5Fin,8,9,1935,1997,Gable,CompShg,Stucco,Stucco,BrkFace,632.0,TA,Gd,CBlock,TA,TA,Mn,Rec,192,Unf,0,536,GasA,Ex,Y,SBrkr,0,3447,0,0,3,1,4,1,Gd,11,Typ,2,Gd,BuiltIn,1982.0,Unf,3,1014,TA,TA,Y,314,0,0,0,0,No,GdWo,No,0,WD,Normal,381000,26.981475126464083,3.4641016151377544,3447,2,2008-05-01,4627,338
1270,50,RL,78.0,11344,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1.5Fin,5,5,1958,1958,Gable,CompShg,MetalSd,MetalSd,BrkFace,180.0,TA,TA,CBlock,TA,TA,No,BLQ,460,Unf,0,414,GasW,TA,Y,FuseA,0,1524,0,0,1,1,3,1,TA,7,Typ,0,No,Attchd,1958.0,Unf,1,315,TA,TA,Y,0,0,0,0,0,No,GdWo,No,0,WD,Normal,144000,29.563490998188964,0.0,1524,2,2007-07-01,4932,315
1271,40,RL,70.04995836802665,23595,Pave,No,Reg,Low,AllPub,Inside,Sev,ClearCr,Norm,Norm,1Fam,1Story,7,6,1979,1979,Shed,WdShake,Plywood,Plywood,None,0.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,1258,Unf,0,74,GasA,TA,Y,SBrkr,0,1524,2,0,0,1,0,1,Gd,4,Typ,1,TA,Attchd,1979.0,Fin,2,586,TA,TA,Y,268,0,0,0,0,No,No,No,0,WD,Normal,260000,36.49657518178932,0.0,1524,2,2010-04-01,3927,293
1272,20,RL,70.04995836802665,9156,Pave,No,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,PosN,Norm,1Fam,1Story,6,7,1968,1968,Hip,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1489,GasA,Gd,Y,SBrkr,0,1489,0,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,1968.0,RFn,2,462,TA,TA,Y,0,0,0,0,0,No,No,No,0,WD,Normal,185750,38.58756276314948,0.0,1489,1,2009-08-01,4170,231
1273,20,RL,70.04995836802665,13526,Pave,No,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1965,1965,Hip,CompShg,HdBoard,Plywood,BrkFace,114.0,TA,TA,CBlock,TA,TA,No,BLQ,560,LwQ,375,0,GasA,TA,Y,SBrkr,0,935,1,0,1,0,3,1,TA,5,Typ,0,No,Attchd,1965.0,Unf,1,288,TA,TA,Y,180,0,0,0,0,No,MnPrv,No,0,WD,Normal,137000,30.577769702841312,0.0,935,1,2006-11-01,5174,288
1274,80,RL,124.0,11512,Pave,No,IR1,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,SLvl,6,7,1959,2006,Gable,CompShg,Plywood,Plywood,BrkFace,84.0,TA,TA,CBlock,TA,TA,Av,ALQ,719,Unf,0,300,GasA,Gd,Y,SBrkr,0,1357,1,0,1,0,2,1,Ex,5,Typ,1,Gd,Basment,1959.0,RFn,1,312,TA,TA,Y,0,0,0,163,0,No,GdPrv,No,0,WD,Normal,177000,31.921779399024736,0.0,1357,1,2008-05-01,4627,312
1275,50,RL,53.0,5362,Pave,No,Reg,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,5,6,1910,2003,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,661,GasA,Ex,Y,SBrkr,0,1250,0,0,2,0,3,1,TA,8,Typ,1,Gd,Detchd,1985.0,Unf,2,552,TA,TA,Y,242,81,0,0,0,No,No,No,0,WD,Normal,139000,25.709920264364882,0.0,1250,2,2007-11-01,4809,276
1276,90,RL,95.0,11345,Pave,No,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,Duplex,2Story,5,5,1948,1950,Gable,Roll,AsbShng,AsbShng,Stone,567.0,TA,TA,CBlock,TA,TA,No,Rec,220,Unf,0,708,GasA,Gd,Y,FuseA,0,1920,0,0,2,0,4,2,TA,10,Typ,0,No,Detchd,1948.0,Unf,2,400,TA,Fa,Y,0,0,0,0,0,No,No,No,0,WD,Normal,137000,30.463092423455635,0.0,1920,2,2007-07-01,4932,200
1277,60,RL,70.04995836802665,12936,Pave,No,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,6,1972,1972,Gable,CompShg,HdBoard,Plywood,None,0.0,TA,TA,CBlock,TA,Gd,No,BLQ,593,Unf,0,130,GasA,TA,Y,SBrkr,0,1395,0,1,1,1,3,1,TA,6,Typ,1,TA,Attchd,1972.0,Unf,2,497,TA,TA,Y,294,0,0,0,0,No,No,No,0,WD,Normal,162000,26.888659319497503,10.770329614269007,1395,2,2009-12-01,4048,248
1278,80,RL,70.04995836802665,17871,Pave,No,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,6,5,1967,1976,Gable,CompShg,HdBoard,HdBoard,BrkFace,359.0,TA,TA,CBlock,Gd,TA,Av,ALQ,528,Unf,0,1152,GasA,Fa,Y,SBrkr,0,1724,1,0,1,1,3,1,TA,7,Typ,1,Gd,Attchd,1967.0,RFn,2,480,TA,TA,Y,0,0,0,0,0,No,No,No,0,WD,Normal,197900,40.98780306383839,0.0,1724,1,2009-06-01,4231,240
1279,60,RL,75.0,9473,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,No,103.0,Gd,TA,PConc,Gd,TA,No,GLQ,804,Unf,0,324,GasA,Ex,Y,SBrkr,0,2031,1,0,2,1,3,1,Gd,7,Typ,1,Gd,Attchd,2002.0,RFn,2,577,TA,TA,Y,0,0,0,0,0,No,No,No,0,WD,Normal,237000,33.58571124749333,14.52583904633395,2031,2,2008-03-01,4688,288
1280,50,C (all),60.0,7500,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,4,1920,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,Unf,0,Unf,0,698,GasA,TA,Y,FuseA,0,1128,0,0,1,0,2,1,TA,6,Typ,0,No,Detchd,1980.0,RFn,2,528,TA,TA,Y,30,164,0,0,0,No,No,No,0,COD,Abnorml,68400,26.419689627245813,0.0,1128,2,2010-04-01,3927,264
1281,20,RL,67.0,9808,Pave,No,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,110.0,Gd,TA,PConc,Gd,TA,No,GLQ,788,Unf,0,785,GasA,Ex,Y,SBrkr,0,1573,1,0,2,0,3,1,Gd,6,Typ,0,No,Attchd,2002.0,RFn,2,544,TA,TA,Y,0,0,0,0,0,No,No,No,0,WD,Normal,227000,39.66106403010388,8.48528137423857,1573,1,2009-03-01,4323,272
1282,20,RL,50.0,8049,Pave,No,IR1,Lvl,AllPub,CulDSac,Gtl,Timber,Norm,Norm,1Fam,1Story,7,5,1990,1990,Hip,CompShg,HdBoard,HdBoard,BrkFace,54.0,TA,TA,CBlock,Gd,TA,No,ALQ,1053,Unf,0,256,GasA,TA,Y,SBrkr,0,1339,1,0,2,0,2,1,TA,6,Typ,1,TA,Attchd,1990.0,Fin,2,484,Gd,Gd,Y,0,0,0,90,0,No,No,No,0,WD,Normal,180000,36.180105030251084,7.615773105863909,1339,1,2006-07-01,5297,242
1283,20,RL,61.0,8800,Pave,No,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,1977,2008,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,Mn,LwQ,532,Rec,144,364,GasA,TA,Y,SBrkr,0,1040,0,0,2,0,3,1,Gd,5,Typ,0,No,Detchd,1977.0,Unf,2,484,TA,TA,Y,0,0,0,288,0,No,No,No,0,WD,Normal,150500,32.2490309931942,0.0,1040,1,2009-09-01,4139,242
1284,90,RL,94.0,9400,Pave,No,Reg,Low,AllPub,Corner,Gtl,Mitchel,Norm,Norm,Duplex,2Story,6,5,1971,1971,Mansard,CompShg,MetalSd,Wd Shng,None,0.0,TA,TA,CBlock,TA,TA,Av,Unf,0,Unf,0,912,GasA,TA,Y,SBrkr,0,1824,0,0,2,2,4,2,TA,8,Typ,0,No,No,1978.0,No,0,0,No,No,Y,128,0,0,0,0,No,No,No,0,WD,Normal,139000,30.199337741083,0.0,1824,2,2010-04-01,3927,0
1285,50,RL,50.0,9638,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Feedr,Norm,1Fam,1.5Fin,6,7,1919,1990,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,804,GasA,Ex,Y,SBrkr,0,2447,0,0,2,0,4,1,Gd,10,Min2,1,Gd,Detchd,1969.0,Unf,1,336,TA,TA,Y,272,42,0,116,0,No,No,No,0,WD,Normal,169000,28.35489375751565,0.0,2447,2,2010-03-01,3958,336
1286,50,RM,50.0,6000,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,6,1939,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Fa,CBlock,TA,TA,No,Unf,0,Unf,0,780,GasA,Ex,Y,FuseF,0,1412,0,0,1,0,4,1,TA,6,Typ,1,Gd,Detchd,1939.0,Unf,1,280,TA,TA,Y,45,0,0,0,0,No,No,No,0,WD,Normal,132500,27.92848008753788,0.0,1412,2,2009-05-01,4262,280
1287,20,RL,70.04995836802665,9790,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Feedr,Norm,1Fam,1Story,6,5,1963,1963,Hip,CompShg,HdBoard,HdBoard,BrkFace,451.0,TA,TA,CBlock,TA,TA,No,ALQ,569,Rec,81,678,GasA,TA,Y,SBrkr,0,1328,1,0,1,1,3,1,TA,6,Typ,2,Gd,Attchd,1963.0,Unf,2,528,TA,TA,Y,0,0,0,0,0,No,No,No,0,WD,Normal,143000,36.4417343165772,5.0990195135927845,1328,1,2010-06-01,3866,264
1288,20,RL,70.04995836802665,36500,Pave,No,IR1,Low,AllPub,Inside,Mod,ClearCr,Norm,Norm,1Fam,1Story,5,5,1964,1964,Gable,CompShg,Wd Sdng,Wd Sdng,BrkCmn,621.0,TA,Gd,CBlock,TA,TA,Av,Rec,812,Unf,0,812,GasA,Fa,Y,SBrkr,0,1582,0,1,2,0,4,1,TA,7,Typ,0,No,Attchd,1964.0,Unf,2,390,TA,TA,N,168,0,0,0,0,No,No,No,0,WD,Normal,190000,40.29888335921977,14.071247279470288,1582,1,2006-06-01,5327,195
1289,120,RL,40.0,5664,Pave,No,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,2000,2000,Gable,CompShg,CemntBd,CmentBd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,1158,Unf,0,343,GasA,Ex,Y,SBrkr,0,1659,1,0,2,0,2,1,Ex,5,Typ,1,Ex,Attchd,2000.0,Fin,2,499,TA,TA,Y,212,0,0,0,0,No,No,No,0,WD,Normal,278000,38.742741255621034,7.681145747868608,1659,1,2009-10-01,4109,249
1290,60,RL,86.0,11065,Pave,No,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,788.0,Gd,TA,PConc,Gd,TA,Mn,Unf,0,Unf,0,1085,GasA,Ex,Y,SBrkr,0,1970,0,0,2,1,3,1,Ex,8,Typ,1,Gd,BuiltIn,2006.0,Fin,3,753,TA,TA,Y,177,0,0,0,0,No,No,No,0,New,Partial,281000,32.93933818400121,8.602325267042627,1970,2,2006-10-01,5205,251
1291,80,RL,70.04995836802665,14112,Pave,No,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,7,1964,1964,Hip,CompShg,Wd Sdng,HdBoard,BrkFace,86.0,TA,TA,PConc,TA,TA,Av,GLQ,1014,Unf,0,138,GasA,TA,Y,SBrkr,0,1152,1,0,1,0,3,1,TA,6,Typ,1,Gd,Attchd,1964.0,RFn,2,484,TA,TA,Y,227,0,0,0,0,No,No,No,0,WD,Normal,180500,33.94112549695428,0.0,1152,1,2010-04-01,3927,242
1292,160,RM,21.0,1680,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,5,7,1972,1972,Gable,CompShg,CemntBd,CmentBd,BrkFace,268.0,TA,TA,CBlock,TA,TA,No,ALQ,231,Unf,0,399,GasA,TA,Y,SBrkr,0,1302,0,0,2,1,3,1,TA,6,Typ,0,No,Detchd,1972.0,Unf,1,264,TA,TA,Y,185,0,0,0,0,No,No,No,0,WD,Normal,119500,25.099800796022265,0.0,1302,2,2009-02-01,4351,264
1293,70,RM,60.0,6600,Pave,No,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,4,1892,1965,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,Stone,TA,TA,No,Unf,0,Unf,0,994,GasA,TA,N,SBrkr,0,2372,0,0,2,0,4,2,TA,11,Min2,0,No,Attchd,1985.0,RFn,1,432,TA,TA,Y,0,0,0,0,0,No,No,No,0,WD,Normal,107500,31.52776554086889,16.941074346097416,2372,2,2009-12-01,4048,432
1294,60,RL,78.0,10140,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,5,1976,1976,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,194,Unf,0,638,GasA,TA,Y,SBrkr,0,1664,0,0,2,1,4,1,TA,8,Typ,1,TA,Attchd,1976.0,RFn,2,528,TA,TA,Y,0,0,0,259,0,No,GdWo,No,0,WD,Normal,162900,28.844410203711913,5.291502622129181,1664,2,2006-03-01,5419,264
1295,20,RL,60.0,8172,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,7,1955,1990,Hip,CompShg,WdShing,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,167,Unf,0,697,GasA,TA,Y,SBrkr,0,864,1,0,1,0,2,1,TA,5,Typ,0,No,Detchd,1957.0,Unf,2,572,TA,TA,N,0,0,0,0,0,No,No,No,0,WD,Normal,115000,29.393876913398138,0.0,864,1,2006-04-01,5388,286
1296,20,RL,70.0,8400,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,5,1968,1968,Hip,CompShg,HdBoard,HdBoard,BrkFace,168.0,TA,TA,CBlock,TA,TA,Av,BLQ,1016,Unf,0,36,GasA,Gd,Y,SBrkr,0,1052,1,0,1,1,3,1,TA,5,Typ,0,No,Attchd,1968.0,RFn,1,288,TA,TA,Y,356,0,0,0,0,No,GdWo,No,0,WD,Normal,138500,32.43454948045371,0.0,1052,1,2006-11-01,5174,288
1297,20,RL,80.0,8700,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1963,1963,Hip,CompShg,MetalSd,MetalSd,BrkFace,148.0,TA,Gd,CBlock,TA,TA,Mn,ALQ,776,Unf,0,344,GasA,Gd,Y,SBrkr,0,1128,1,0,2,0,3,1,TA,6,Typ,0,No,Attchd,1963.0,RFn,2,525,TA,TA,Y,192,123,0,0,0,No,MnPrv,No,0,WD,Normal,155000,33.46640106136302,4.47213595499958,1128,1,2008-12-01,4413,262
